CustumerId,Speed,RPM,EngineLoad,CLUSTER
141478,0,781,49,1
141514,0,778,49,1
141513,0,779,49,1
141512,0,782,48,1
141511,0,780,47,1
141510,0,781,49,1
141633,0,777,49,1
134325,0,782,48,1
134369,0,780,49,1
134368,0,782,49,1
134367,0,776,50,1
134366,0,782,49,1
134362,0,779,49,1
134403,0,778,50,1
134402,0,780,49,1
134401,0,781,49,1
134400,0,783,48,1
134399,12,1534,43,5
134436,14,1026,72,1
141632,14,1026,72,1
134435,17,1153,14,3
141631,17,1153,14,3
141630,17,1236,43,3
134434,17,1236,43,3
134433,20,1394,42,3
141629,20,1394,42,3
134432,21,1514,9,5
141743,21,1514,9,5
134485,20,1395,5,3
134484,10,883,25,1
134483,9,923,23,1
134482,6,920,0,1
134481,5,920,25,1
141742,7,888,25,1
141741,7,894,36,1
141740,6,919,36,1
141739,2,918,35,1
141863,0,920,0,1
141862,0,746,27,1
134572,0,779,46,1
134571,0,777,46,1
134570,0,0,46,2
134569,0,0,46,2
134568,0,783,47,1
134563,0,781,47,1
134594,0,779,47,1
134593,0,775,47,1
134590,0,779,46,1
134643,0,777,48,1
134642,0,778,47,1
134641,0,781,48,1
134640,0,778,48,1
134639,0,778,48,1
134687,0,780,49,1
134686,0,778,47,1
134685,0,780,49,1
134684,0,779,49,1
134683,0,782,49,1
134721,0,780,49,1
134720,0,781,49,1
134719,0,778,48,1
134718,0,782,50,1
134717,0,782,50,1
134772,0,780,49,1
141861,0,780,49,1
134771,0,783,50,1
141860,0,783,50,1
141859,0,782,50,1
134770,0,782,50,1
142009,0,780,49,1
134769,0,780,49,1
142006,0,780,50,1
134768,0,780,50,1
134821,0,781,50,1
134820,0,781,50,1
134819,0,779,50,1
134818,0,780,49,1
134817,0,780,49,1
134859,0,781,51,1
134858,0,780,50,1
134857,0,781,50,1
134856,0,780,50,1
134855,0,784,51,1
134893,0,779,50,1
134892,0,777,49,1
134891,0,780,50,1
134890,0,783,48,1
134889,1,811,29,1
134929,1,915,28,1
134928,0,1010,38,1
134927,14,1824,31,0
134926,16,1162,53,3
134925,20,1384,39,3
134973,15,1043,3,1
134972,10,903,82,1
134971,14,970,0,1
134970,9,886,32,1
134969,11,912,73,1
135025,14,1013,74,1
135024,7,872,10,1
135023,8,856,40,1
135022,6,871,66,1
135021,6,914,21,1
135070,6,888,72,1
135069,8,960,49,1
135068,14,1000,49,1
135067,17,1225,11,3
135066,17,1152,41,3
135109,19,1340,50,3
135108,21,1470,14,5
135107,19,1325,10,3
135106,21,1468,32,5
135105,23,1599,17,5
135153,24,1692,32,0
135152,25,1750,16,0
135151,27,1819,18,0
135150,29,1311,61,3
135149,33,1478,19,5
135190,33,1463,28,5
135189,33,1495,32,5
135188,34,1592,34,5
135187,37,1685,41,0
135186,41,1327,66,3
135235,43,1433,19,5
135234,41,1322,0,3
135233,42,1378,54,3
135232,48,1541,58,5
135231,54,1761,82,0
135256,51,1646,0,5
142005,51,1646,0,5
142003,48,1576,57,5
135255,48,1576,57,5
142001,49,1587,6,5
135254,49,1587,6,5
135253,47,1504,19,5
142125,47,1504,19,5
142124,46,1491,6,5
135252,46,1491,6,5
135311,46,1462,2,5
135309,43,1403,41,5
135308,45,1438,3,5
135307,41,1310,41,3
135306,45,1444,52,5
135334,45,1428,11,5
135333,43,1391,7,3
135332,43,1400,25,5
135331,44,1423,46,5
135330,46,1462,12,5
135372,44,1424,10,5
135371,42,1357,29,3
135370,42,1358,45,3
135369,42,1357,45,3
135368,39,1257,12,3
135422,33,880,16,1
135421,29,911,25,1
135420,23,916,23,1
135419,19,1272,23,3
135418,21,1699,42,0
135474,24,1681,3,0
135473,19,1409,0,5
135472,19,1334,21,3
135471,19,1280,4,3
135470,13,875,17,1
135500,13,1168,75,3
135499,27,1836,3,0
135498,24,1570,0,5
135497,21,1457,45,5
135496,20,1278,0,3
142123,19,1418,27,5
142122,25,1781,34,0
142121,29,2122,54,4
142212,34,1582,40,5
142211,31,1408,0,5
142210,28,1294,43,3
135552,32,1462,32,5
135551,39,1753,62,0
135550,37,1663,0,5
135549,32,1415,27,5
135587,31,1403,1,5
135586,29,1278,5,3
135585,24,1092,0,3
135584,14,939,18,1
135583,21,1496,38,5
135617,20,1438,14,5
135616,24,1686,14,0
135615,24,1682,24,0
135614,29,2013,28,0
135613,23,1602,0,5
135640,23,1609,4,5
135639,18,1281,0,3
135638,15,1045,39,1
135637,14,1002,12,1
135636,12,881,42,1
135680,14,959,72,1
135679,16,1154,45,3
135678,23,1636,48,5
135677,25,1753,11,0
135676,21,1463,2,5
142209,20,1371,12,3
135743,20,1371,12,3
135742,16,1122,12,3
142208,16,1122,12,3
142305,25,1776,54,0
135741,25,1776,54,0
142304,35,2420,41,4
135740,35,2420,41,4
142303,38,1716,49,0
135739,38,1716,49,0
142302,37,1637,1,5
142301,27,1200,0,3
142437,26,1182,7,3
142436,24,991,12,1
142435,22,1022,12,1
142434,26,1170,58,3
135795,27,1196,46,3
135794,28,1271,46,3
135793,26,1199,5,3
135792,29,0,60,2
135791,36,1536,55,5
135834,30,1536,0,5
135833,27,64,6,2
135832,27,1233,39,3
135831,28,1287,61,3
135867,32,1443,30,5
135866,31,1423,37,5
135865,32,1454,44,5
135864,32,1459,27,5
135863,30,1319,52,3
135914,33,1514,46,5
135913,34,1544,38,5
135912,36,1602,38,5
135911,31,1468,28,5
135910,35,1597,41,5
135941,39,1751,49,0
135940,41,1835,36,0
135939,43,1941,47,0
135938,46,1511,43,5
135937,51,1640,23,5
135982,52,1687,12,0
135981,55,1775,36,0
135980,58,1870,32,0
135979,61,1949,36,0
135978,63,2031,42,4
136029,63,1518,46,5
136028,66,1613,48,5
136027,66,1614,30,5
136026,67,1616,26,5
136025,66,1613,21,5
142433,65,1590,25,5
136055,65,1590,25,5
142548,66,1606,32,5
136054,66,1606,32,5
142547,65,1565,10,5
136053,65,1565,10,5
142546,63,1540,25,5
136052,63,1540,25,5
136051,64,1545,29,5
142545,64,1545,29,5
136101,62,1507,16,5
136100,62,1513,34,5
136099,64,1544,31,5
136098,65,1579,36,5
136097,64,1548,16,5
142544,63,1544,32,5
136163,63,1544,32,5
142644,64,1559,49,5
136162,64,1559,49,5
136161,67,1639,44,5
142643,67,1639,44,5
142642,68,1649,24,5
136160,68,1649,24,5
136159,67,1644,35,5
142641,67,1644,35,5
136186,67,1599,15,5
142640,67,1599,15,5
142779,64,1555,16,5
136184,64,1555,16,5
142778,64,1550,24,5
136183,64,1550,24,5
136182,63,1541,19,5
142777,63,1541,19,5
136181,63,1528,16,5
142776,63,1528,16,5
136203,61,1473,17,5
136201,61,1463,17,5
136198,61,1435,17,5
136197,58,1391,49,3
136195,57,1390,49,3
142775,56,3,60,2
142914,58,1366,72,3
142913,61,1483,40,5
142912,61,1482,18,5
142911,61,1450,11,5
142910,59,1450,21,5
143032,59,1428,41,5
143031,60,1448,47,5
143030,0,1500,34,5
143029,3,1543,54,5
143028,0,1574,33,5
143146,65,1584,33,5
136275,66,1601,32,5
136274,66,1611,30,5
136273,66,1607,31,5
143145,67,1627,37,5
136361,67,1627,37,5
143144,68,1642,30,5
136360,68,1642,30,5
136359,65,1594,3,5
143143,65,1594,3,5
143141,64,1562,38,5
136358,64,1562,38,5
143255,67,1623,51,5
136357,67,1623,51,5
143254,70,1708,51,0
143253,72,1757,34,0
143252,72,1757,26,0
143251,72,1749,4,0
143367,67,1636,0,5
143366,66,1598,0,5
143365,65,1569,0,5
143364,63,1527,0,5
143363,63,1521,0,5
143457,63,1542,37,5
143456,65,1568,1,5
143455,57,1375,0,3
143454,54,1319,4,3
136448,54,1319,4,3
143453,46,888,20,1
136447,46,888,20,1
136443,46,1482,47,5
143526,46,1482,47,5
136442,51,1649,51,5
143525,51,1649,51,5
143524,52,1663,34,5
136441,52,1663,34,5
136459,46,1475,0,5
136458,45,1443,11,5
136453,45,1455,45,5
136452,45,1435,36,5
143523,36,868,20,1
143522,35,1564,33,5
143604,40,1812,58,0
143603,43,1452,21,5
143602,46,1536,18,5
143601,46,1489,21,5
143599,51,1656,57,5
136550,51,1656,57,5
143707,54,1748,38,0
143775,54,1748,38,0
136549,54,1748,38,0
143706,58,1857,41,0
143774,58,1857,41,0
136548,58,1857,41,0
136547,59,1882,28,0
143705,59,1882,28,0
143773,59,1882,28,0
136546,57,1834,9,0
143704,57,1834,9,0
143772,57,1834,9,0
136545,55,1741,2,0
143771,55,1741,2,0
143703,55,1741,2,0
136556,48,1524,0,5
136555,43,1291,0,3
136554,40,1286,20,3
136553,44,1442,20,5
143857,45,1458,37,5
136561,45,1458,37,5
136560,45,1472,37,5
143856,45,1472,37,5
136559,48,1552,0,5
143855,48,1552,0,5
136590,48,1542,0,5
136589,48,1561,35,5
136588,49,1589,23,5
136587,48,1521,23,5
136586,45,1408,16,5
136622,44,0,14,2
136621,48,64,50,2
136620,50,1648,46,5
136619,50,1712,53,0
136618,53,1654,2,5
136646,44,1406,0,5
136645,44,1412,21,5
136644,44,1437,43,5
136643,39,1498,0,5
136642,37,1653,25,5
136692,39,1791,63,0
136691,47,2105,48,4
136690,45,2042,0,4
136689,45,2069,57,4
136688,50,2237,3,4
136731,46,1502,0,5
136730,44,1447,15,5
136729,47,1522,52,5
136728,49,1571,4,5
136727,46,1492,32,5
136756,46,1438,8,5
136755,40,1277,0,3
136754,37,1709,56,0
136753,42,1908,41,0
136752,42,1883,4,0
143854,31,1399,12,3
136802,31,1399,12,3
143853,32,1434,12,5
136801,32,1434,12,5
143940,34,1544,20,5
136800,34,1544,20,5
136799,31,1422,9,5
143939,31,1422,9,5
136798,30,1375,30,3
143938,30,1375,30,3
143937,35,1575,49,5
136808,35,1575,49,5
136807,37,1660,52,5
143936,37,1660,52,5
136806,35,1596,3,5
144017,35,1596,3,5
136805,33,1475,9,5
144016,33,1475,9,5
144015,22,864,0,1
136804,22,864,0,1
144014,11,904,23,1
144013,4,877,34,1
144129,10,1301,57,3
144128,20,1981,0,0
144127,26,1824,51,0
136884,28,1946,41,0
136883,29,1322,37,3
136881,33,1474,42,5
136880,33,1516,48,5
136877,41,1834,40,0
136903,41,1802,40,0
136899,41,1784,40,0
136898,40,1785,37,0
136897,36,1655,25,5
136894,41,1777,36,0
144126,45,2091,41,4
136961,45,2091,41,4
136960,48,1528,30,5
144124,48,1528,30,5
136959,47,1564,0,5
144212,47,1564,0,5
144211,49,1564,12,5
136958,49,1564,12,5
136957,49,1561,0,5
144210,49,1561,0,5
144209,47,1473,0,5
144208,46,0,5,2
144301,46,0,14,2
144300,45,1467,5,5
144299,43,1361,0,3
144298,38,1236,60,3
144297,38,1233,53,3
144362,40,1294,65,3
144361,41,1317,5,3
144360,39,1249,5,3
144359,38,1252,70,3
144358,41,1315,44,3
137006,36,909,0,1
137005,38,1725,51,0
137004,46,2081,55,4
137034,52,2147,2,4
137033,48,1536,0,5
137032,43,1398,61,3
137031,43,1388,48,3
137030,47,1535,25,5
144405,49,1593,34,5
144404,49,1592,34,5
144403,53,1710,53,0
144402,55,1763,38,0
144401,54,1738,32,0
144498,53,1726,31,0
144453,53,1726,31,0
144452,58,1871,50,0
144497,58,1871,50,0
144496,60,1954,30,0
144451,60,1954,30,0
144495,62,1993,30,0
144450,62,1993,30,0
144449,55,1779,0,0
144494,55,1779,0,0
144575,53,1740,7,0
144574,53,1703,43,0
144573,57,1839,51,0
144572,61,907,10,1
144571,64,1550,79,5
144658,68,1652,79,5
144657,70,1708,34,0
144656,67,1576,7,5
144655,56,1383,9,3
137186,56,1383,9,3
144654,57,1388,65,3
137185,57,1388,65,3
144699,54,1287,12,3
137184,54,1287,12,3
137198,53,1286,77,3
137197,53,1289,50,3
137196,51,1231,0,3
137195,46,1496,31,5
137237,43,1410,18,5
137236,44,1410,51,5
137235,47,1512,50,5
137234,50,1622,43,5
137233,50,1628,2,5
137232,49,1581,20,5
137259,48,1533,16,5
144698,48,1533,16,5
144697,47,1506,16,5
137258,47,1506,16,5
137257,50,1644,16,5
144696,50,1644,16,5
144695,52,1674,27,0
137256,52,1674,27,0
137295,56,1751,27,0
137294,64,2017,67,0
137293,67,2175,68,4
137292,62,2010,0,0
137291,65,2010,49,0
144775,64,2124,39,4
144774,66,2134,0,4
144773,66,1602,31,5
144772,66,1602,32,5
144771,66,1645,37,5
144852,68,1654,24,5
137352,68,1700,33,0
144850,68,1700,33,0
137351,70,1699,22,0
144849,70,1699,22,0
144848,70,1693,28,0
137350,70,1693,28,0
137349,65,1567,0,5
144847,65,1567,0,5
137348,64,1544,10,5
145034,64,1544,10,5
145033,59,1429,0,5
137347,59,1429,0,5
137385,54,1318,0,3
137384,50,1222,0,3
137383,53,1291,47,3
137382,52,1263,0,3
137391,48,1187,0,3
137390,48,1171,12,3
137389,50,1221,52,3
137388,51,1211,14,3
145032,48,1135,0,3
145031,47,1507,53,5
145030,50,1603,24,5
145029,49,1560,25,5
145081,50,1595,19,5
145080,49,1585,57,5
145079,53,1726,56,0
137438,53,1726,56,0
137437,56,1795,28,0
145078,56,1795,28,0
145077,52,1672,0,0
137436,52,1672,0,0
137435,52,1692,50,0
145151,52,1692,50,0
137434,55,1761,53,0
145150,55,1761,53,0
145149,60,1929,6,0
137433,60,1929,6,0
137490,62,1973,14,0
137489,62,1978,9,0
137488,60,1920,3,0
137487,59,1910,51,0
137517,63,2021,47,4
137516,63,2028,39,4
137515,62,1331,0,3
137514,63,1544,7,5
137569,65,1569,40,5
137568,67,1631,40,5
137567,57,1381,0,3
137566,51,887,24,1
137565,38,909,23,1
137601,8,921,23,1
137602,19,919,22,1
137600,3,921,25,1
137599,0,881,24,1
137598,0,759,44,1
137639,0,778,42,1
137638,0,772,43,1
137637,0,786,41,1
137636,0,777,41,1
137634,0,772,43,1
137689,0,786,43,1
137688,0,781,44,1
137687,0,0,41,2
137686,0,768,43,1
137685,0,768,43,1
137735,0,774,45,1
137734,0,772,46,1
137732,0,787,43,1
137731,0,776,47,1
137726,0,780,46,1
137765,0,783,43,1
137764,0,772,45,1
137763,0,787,43,1
137762,0,777,48,1
137761,0,778,45,1
137834,0,802,65,1
137832,5,900,53,1
137831,4,919,30,1
137830,2,921,27,1
137829,1,922,26,1
137885,0,743,44,1
137884,0,773,44,1
137883,0,785,44,1
137882,0,774,47,1
137881,0,781,44,1
137931,0,785,46,1
137930,0,773,45,1
137929,0,785,45,1
137928,0,769,46,1
137925,0,778,42,1
137979,13,1703,53,0
137978,24,1705,63,0
137976,40,2421,1,4
137975,45,2039,0,4
137971,44,1940,12,0
138025,41,1873,16,0
138024,46,1680,0,0
138023,41,1325,0,3
138022,39,1244,2,3
138020,40,1295,36,3
138110,42,1385,71,3
145148,42,1385,71,3
145147,47,1514,73,5
138109,47,1514,73,5
138108,49,1551,3,5
145228,49,1551,3,5
145227,45,1431,10,5
138107,45,1431,10,5
138106,45,1478,69,5
145226,45,1478,69,5
145225,47,1548,12,5
145224,52,1681,40,0
145305,50,1605,11,5
145304,47,1509,12,5
145303,48,1571,47,5
145302,53,1704,45,0
145301,56,1801,44,0
145405,58,1857,44,0
145404,57,0,29,2
145403,61,1922,64,0
145402,71,2271,83,4
145398,72,1726,83,0
138205,72,1738,11,0
138204,66,1738,0,0
138203,61,1468,0,5
138262,59,1431,14,5
138261,59,1431,8,5
138260,59,1280,0,3
138259,58,1481,69,5
138258,58,1540,34,5
138289,61,1491,38,5
138290,61,1484,0,5
138288,67,1626,85,5
138287,69,1634,36,5
138286,72,1772,3,0
145494,66,1604,0,5
138369,66,1604,0,5
145493,59,1432,0,5
138368,59,1432,0,5
138367,56,1375,61,3
145492,56,1375,61,3
138366,54,1111,0,3
145491,54,1111,0,3
138365,51,1656,61,5
145490,51,1656,61,5
145564,52,1675,25,0
145563,56,1824,100,0
145562,67,2164,86,4
145561,70,2273,96,4
145560,67,2155,0,4
145641,57,1816,0,0
138454,49,1560,0,5
138453,48,1574,71,5
138452,59,1927,100,0
138451,72,2345,96,4
138450,75,1839,98,0
138449,80,1938,28,0
138509,79,1910,9,0
138508,75,1824,0,0
138507,71,1728,0,0
138506,69,1673,3,0
145640,67,1628,0,5
138575,67,1628,0,5
145639,65,1579,11,5
138572,65,1579,11,5
145638,66,1609,7,5
138571,66,1609,7,5
145637,56,1359,0,3
138570,56,1359,0,3
138579,49,877,23,1
